,Date,Alameda_cfs,Delta_Dayflow,tidal_velocity,sta22_salt,sta24_salt,sta25_salt,sta27_salt,sta29_salt,sta30_salt,sta32_salt,dsdx_22_24,dsdx_24_25,dsdx_25_27,dsdx_27_29,dsdx_29_30,dsdx_30_32,dsdx_27_32,sta22_chl,sta24_chl,sta25_chl,sta27_chl,sta29_chl,sta30_chl,sta32_chl,sta22_dsdz,sta24_dsdz,sta25_dsdz,sta27_dsdz,sta29_dsdz,sta30_dsdz,sta32_dsdz,cruise_tidal_velocity
0,1990-01-01,68.0,16900.0,0.913825,31.2324001024788,30.163744034132105,30.303249778205,30.0260964859943,29.982473766757103,30.5846962684166,29.2737798622158,0.156465017327479,-0.0328248809583166,0.0416771867985959,0.007343892127471541,-0.109495000301732,0.19862369790921497,0.0417026953314011,,,,,,,,,,,,,,,
1,1990-01-02,65.0,17000.0,0.890481,31.1751808492795,30.1449345752148,30.273036501505498,30.0070425592007,29.9574840005173,30.5175112536902,29.218233786416302,0.15084132855998003,-0.0301416297154664,0.0399990890683914,0.00834319169753808,-0.10182313694052499,0.196860222314228,0.0437255417286249,,,,,,,,,,,,,,,
2,1990-01-03,28.0,15900.0,0.8402,31.117961383000697,30.126125384266402,30.242821962427602,29.987988507556,29.932494507693896,30.450326386492602,29.1626876860254,0.14521756936079902,-0.0274580183908647,0.0383208202814454,0.00934242421920352,-0.0941512506906751,0.19509677279806398,0.0457483825682137,,,,,,,,,,,,,,,
3,1990-01-04,36.0,15500.0,0.775219,31.060742080553304,30.107316113703103,30.212605656498297,29.9689346680657,29.9075049580703,30.383141600370102,29.1071416031939,0.139593845805308,-0.02477401006946,0.0366422538996318,0.0103417020194398,-0.0864793895090676,0.193333332905485,0.0477712341946677,,,,,,,,,,,,,,,
4,1990-01-05,40.0,14900.0,0.7163649999999999,31.003522884433604,30.0885068331738,30.182387982225798,29.9498807676647,29.8825153857252,30.3159566617624,29.0515955065066,0.133970139276699,-0.0220896821298946,0.0349634909114414,0.0113409733904905,-0.0788075047340403,0.19156987200846198,0.0497940832127574,,,,,,,,,,,,,,,
5,1990-01-06,40.0,14500.0,0.679704,30.9463035528242,30.0696976229016,30.152168602581302,29.930826837704398,29.857525808227802,30.248771818878698,28.9960494783227,0.128346402624091,-0.0194049363952097,0.0332844759213261,0.0123402406526268,-0.0711356383001545,0.189806415235751,0.0518169267949951,,,,,,,,,,,,,,,
6,1990-01-07,42.0,14900.0,0.751679,30.8890842970253,30.0508883843327,30.1219475180695,29.9117729288865,29.8325362999451,30.1815869426468,28.940503386354298,0.12272268121413801,-0.0167197961733621,0.031605201380902996,0.0133394998217789,-0.0634637532184932,0.188042963074633,0.0538397750849352,,,,,,,,,,,,,,,
7,1990-01-08,50.0,15900.0,0.853466,30.831865019032,30.032079347894,30.0917250400908,29.8927191509652,29.807546808665105,30.1144020664222,28.884957269633002,0.11709892696018,-0.0140342805168872,0.0299256976128654,0.0143387781650026,-0.0557918650467454,0.18627951466503698,0.0558626320028967,,,,,,,,,,,,,,,
8,1990-01-09,39.0,17000.0,0.95795,30.7746457299253,30.0132700915867,30.061500654520803,29.873665247954698,29.782557253856698,30.047217211741,28.829411221651398,0.111475203270659,-0.0113483677491936,0.0282459257994036,0.0153380461444438,-0.0481199923425997,0.18451605910448998,0.0578854781764596,,,,,,,,,,,,,,,
9,1990-01-10,42.0,23500.0,1.0420280000000002,30.7174264306214,29.994460728683897,30.031274593259695,29.8546112604806,29.757567703200603,29.980032277623803,28.7738651299817,0.10585149369508899,-0.00866208578252818,0.0265659147036176,0.0163372992053835,-0.0404481044405726,0.182752598127579,0.0599083220897368,,,,,,,,,,,,,,,
10,1990-01-11,44.0,24500.0,1.083757,30.6602073228262,29.9756516527064,30.0010469815964,29.835557682411103,29.7325782803435,29.912847528238203,28.7183191186679,0.100227770149306,-0.00597537150351921,0.0248856089000477,0.0173365996746754,-0.0327762268899447,0.180989152965199,0.0619311842429704,,,,,,,,,,,,,,,
11,1990-01-12,55.0,20700.0,1.0679239999999999,30.602987882817803,29.956842387891196,29.970817748101602,29.8165036393232,29.7075885954001,29.8456625391357,28.662773005957103,0.0946040256115034,-0.00328832004950139,0.0232051291396027,0.018335865980332,-0.0251043534064796,0.179225686845246,0.0639540262398091,,,,,,,,,,,,,,,
12,1990-01-13,218.0,21600.0,1.039487,30.5457683030184,29.9380329529067,29.9405865737432,29.7974495843686,29.6825989649089,29.778477735682696,28.607226959586,0.0889802855214865,-0.0006008519615271691,0.0215243593044533,0.0193351211211464,-0.017432503777046998,0.17746223880253303,0.0659768639014727,,,,,,,,,,,,,,,
13,1990-01-14,111.0,26300.0,0.974125,30.4885492154643,29.9192240857859,29.910354275953303,29.7783959144561,29.657609606975,29.711292939404,28.551680875368,0.0833565343599348,0.00208701407826883,0.0198433626311575,0.0203343951988391,-0.00976060589617201,0.175698797581205,0.0679997250048841,,,,,,,,,,,,,,,
